edad,tipo_empresa,peso_final,max_nivel_educ,agnos_educacion,estado_civil,ocupacion,relacion_jhogar,ciudadania,sexo,ganancia_cap,perdida_cap,hrs_sem,comuna,net60mn
28,empresa privada,302406,postitulo,15,nunca casado-a,profesional c-especialidad,sin familia,chileno,hombre,0,0,60,Vitacura,0
41,emprendedor,144594,8voBasico,4,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,2179,40,Vitacura,0
69,?,171050,educ media completa,9,viudo-a,?,sin familia,chileno,mujer,0,0,9,Vitacura,0
32,empresa privada,459007,educ media completa,9,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,90,Vitacura,0
58,empresa privada,372181,educ media completa,9,divorciado-a,ventas,soltero,chileno,mujer,0,0,40,Vitacura,1
47,emprendedor,172034,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,75,Vitacura,1
41,empresa privada,156566,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,4386,0,50,Vitacura,1
35,empresario,338320,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,1
24,empresa privada,353696,univ incompleta,10,nunca casado-a,otros servicios,hijo-a,chileno,hombre,0,0,20,Copiapo,0
46,emprendedor,342907,educ media completa,9,casado-a,ventas,esposo,pueblo originario,hombre,0,0,60,Vitacura,1
69,empresario,169717,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,6418,0,45,Vitacura,1
22,empresa privada,103762,universitaria,13,nunca casado-a,ejecutivo gerencial,hijo-a,chileno,mujer,0,0,40,Vitacura,0
36,serv publico nacional,47570,magister,14,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
31,empresa privada,119432,universitaria,13,casado-a,ventas,esposo,chileno,hombre,0,0,40,Vitacura,1
23,serv publico municipal,144165,universitaria,13,nunca casado-a,profesional c-especialidad,hijo-a,isleno,hombre,0,0,30,Vitacura,0
35,empresa privada,180647,univ incompleta,10,nunca casado-a,profesional c-especialidad,sin familia,pueblo originario,mujer,0,0,40,Vitacura,0
37,serv publico municipal,312232,universitaria,13,casado-a,servicios seguridad,esposo,chileno,hombre,5178,0,40,Vitacura,1
35,serv publico nacional,150488,universitaria,13,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
18,empresa privada,200876,3roMedio,7,nunca casado-a,chofer-mudanza,hijo-a,chileno,hombre,0,0,16,Vitacura,0
43,empresa privada,188199,1roMedio,5,divorciado-a,reponedor-aseador,soltero,chileno,mujer,0,0,40,Vitacura,0
53,serv publico nacional,118793,educ media completa,9,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,40,Vitacura,0
54,serv publico municipal,204325,univ incompleta,10,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,52,Vitacura,0
29,empresa privada,256671,educ media completa,9,casado-a,administrativo,esposa,chileno,mujer,0,0,40,Vitacura,0
46,empresa privada,231515,bachiller univ,12,nunca casado-a,administrativo,sin familia,chileno,mujer,0,0,47,Los Angeles,0
24,empresa privada,100669,univ incompleta,10,nunca casado-a,reponedor-aseador,hijo-a,extranjero,hombre,0,0,30,Vitacura,0
30,empresa privada,88913,univ incompleta,10,separado-a,otros servicios,soltero,extranjero,mujer,0,0,40,Vitacura,0
23,empresa privada,363219,univ incompleta,10,nunca casado-a,servicios privados p-hogar,sin familia,chileno,mujer,0,0,6,Vitacura,0
27,?,291547,universitaria,13,casado-a,?,sin familia,otro,mujer,0,0,6,Machali,0
36,empresa privada,308945,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,0
38,emprendedor,100316,universitaria,13,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,35,Vitacura,0
33,empresa privada,296453,magister,14,casado-a,soporte tecnico,esposo,chileno,hombre,0,0,15,Vitacura,0
66,empresa privada,298834,univ incompleta,10,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,40,Copiapo,0
45,emprendedor,188694,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,0
68,?,29240,educ media completa,9,viudo-a,?,sin familia,chileno,mujer,0,0,12,Vitacura,0
37,empresa privada,186934,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,15024,0,60,Vitacura,1
17,empresa privada,154908,2doMedio,6,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,10,Vitacura,0
31,empresa privada,22201,educ media completa,9,casado-a,administrativo,esposo,isleno,hombre,0,0,40,Vitacura,1
46,empresa privada,216999,universitaria,13,nunca casado-a,ejecutivo gerencial,sin familia,chileno,hombre,0,0,55,Vitacura,1
40,empresa privada,186916,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,40,Vitacura,0
34,empresa privada,116677,univ incompleta,10,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,40,Vitacura,0
56,empresa privada,95763,2doMedio,6,divorciado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,45,Vitacura,0
42,empresa privada,266710,univ incompleta,10,separado-a,administrativo,soltero,pueblo originario,mujer,0,0,41,Vitacura,0
46,empresa privada,117849,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,55,Vitacura,1
30,empresa privada,242460,educ media completa,9,separado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,50,Vitacura,0
33,emprendedor,202729,universitaria,13,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,1
47,empresa privada,181652,educ media completa,9,casado-a,operador maquinaria-inspector,esposa,chileno,mujer,0,0,40,Vitacura,0
57,emprendedor,174760,bachiller univ,12,casado-pareja-ausente,agricultor-pescador,soltero,isleno,hombre,0,0,40,Vitacura,0
34,empresa privada,56121,3roMedio,7,divorciado-a,mantenedor-reparador,soltero,chileno,hombre,0,0,40,Vitacura,0
40,empresa privada,390369,educ media completa,9,divorciado-a,mantenedor-reparador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
33,empresa privada,149726,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,40,Vitacura,1
22,empresa privada,51262,educ media completa,9,nunca casado-a,operador maquinaria-inspector,hijo-a,chileno,hombre,0,0,40,Vitacura,0
29,empresa privada,190350,4toMedio,8,nunca casado-a,otros servicios,soltero,pueblo originario,mujer,0,0,35,?,0
53,serv publico regional,205288,educ media completa,9,casado-a,administrativo,esposa,chileno,mujer,7688,0,35,Vitacura,1
36,empresa privada,154835,educ media completa,9,separado-a,administrativo,hijo-a,extranjero,mujer,0,0,40,La Union,0
45,empresa privada,89028,educ media completa,9,divorciado-a,mantenedor-reparador,sin familia,extranjero,hombre,10520,0,40,Vitacura,1
36,empresa privada,194630,univ incompleta,10,divorciado-a,ventas,soltero,chileno,mujer,0,0,40,Vitacura,0
18,emprendedor,212207,educ media completa,9,nunca casado-a,agricultor-pescador,hijo-a,chileno,hombre,0,0,11,Vitacura,0
27,empresa privada,204788,educ media completa,9,nunca casado-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,0
30,empresa privada,158688,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,0
34,empresa privada,97723,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,40,Vitacura,1
36,empresa privada,193026,universitaria,13,casado-a,ventas,esposo,chileno,hombre,0,0,40,Vitacura,1
36,emprendedor,257250,8voBasico,4,nunca casado-a,agricultor-pescador,hijo-a,chileno,hombre,0,0,75,Vitacura,0
48,empresa privada,355978,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,0
41,emprendedor,200574,postitulo,15,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,1977,60,Vitacura,1
21,empresa privada,376929,6toBasico,3,nunca casado-a,servicios privados p-hogar,sin familia,chileno,mujer,0,0,40,Machali,0
47,serv publico nacional,123219,magister,14,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,38,Vitacura,1
41,empresa privada,82778,4toBasico,2,casado-a,agricultor-pescador,esposo,chileno,hombre,0,0,40,Machali,0
61,emprendedor,115882,4toBasico,2,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,20,Vitacura,0
64,empresa privada,103021,8voBasico,4,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
35,empresa privada,297767,univ incompleta,10,separado-a,administrativo,sin familia,pueblo originario,hombre,0,0,40,Vitacura,0
44,empresa privada,259479,educ media completa,9,divorciado-a,chofer-mudanza,soltero,chileno,hombre,0,0,50,Vitacura,0
20,empresa privada,167787,univ incompleta,10,nunca casado-a,ventas,hijo-a,chileno,mujer,0,0,20,Vitacura,0
23,serv publico municipal,40021,univ incompleta,10,divorciado-a,administrativo,soltero,chileno,mujer,0,0,70,Vitacura,0
52,empresa privada,245275,2doMedio,6,casado-a,otros servicios,esposa,chileno,mujer,0,0,35,Vitacura,0
43,empresa privada,37402,magister,14,nunca casado-a,ejecutivo gerencial,sin familia,chileno,mujer,0,0,25,Vitacura,0
32,empresa privada,103608,universitaria,13,casado-a,reponedor-aseador,esposo,extranjero,hombre,0,0,40,Vitacura,0
63,empresa privada,137192,universitaria,13,casado-a,mantenedor-reparador,esposo,extranjero,hombre,0,0,40,Iquique,0
29,empresa privada,137618,univ incompleta,10,nunca casado-a,otros servicios,sin familia,chileno,mujer,0,0,41,Vitacura,1
42,empresario,96509,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,extranjero,hombre,0,0,60,Santiago,0
65,empresa privada,196174,2doMedio,6,divorciado-a,reponedor-aseador,sin familia,chileno,mujer,0,0,28,Vitacura,0
24,empresa privada,172612,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
42,empresa privada,141186,univ incompleta,10,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,40,Vitacura,0
35,empresa privada,228190,educ media completa,9,casado-a,chofer-mudanza,esposo,pueblo originario,hombre,0,0,40,Vitacura,0
40,empresario,190290,universitaria,13,casado-a,ventas,esposo,chileno,hombre,0,0,40,?,1
38,serv publico regional,307404,univ incompleta,10,divorciado-a,administrativo,soltero,chileno,mujer,0,0,40,Vitacura,0
26,empresa privada,152436,educ media completa,9,divorciado-a,administrativo,sin familia,chileno,mujer,0,0,50,Vitacura,0
46,emprendedor,182541,educ media completa,9,casado-a,agricultor-pescador,esposo,chileno,hombre,0,1672,50,Vitacura,0
39,empresa privada,282153,univ incompleta,10,nunca casado-a,administrativo,hijo-a,chileno,mujer,0,0,20,Vitacura,0
29,?,41281,universitaria,13,casado-pareja-ausente,?,sin familia,chileno,hombre,0,0,50,Vitacura,0
42,empresa privada,162003,doctorado,16,nunca casado-a,profesional c-especialidad,sin familia,chileno,hombre,0,0,36,Vitacura,1
36,empresa privada,190759,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,45,Vitacura,1
26,empresa privada,208122,univ incompleta,10,divorciado-a,reponedor-aseador,sin familia,chileno,hombre,0,0,45,Vitacura,0
57,empresa privada,173832,universitaria,13,casado-a,ventas,esposo,chileno,hombre,0,1902,40,Vitacura,1
55,empresa privada,129173,educ media completa,9,nunca casado-a,reponedor-aseador,sin familia,pueblo originario,hombre,0,0,40,Vitacura,0
35,empresa privada,287548,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,0,0,55,Vitacura,1
41,empresa privada,216116,educ media completa,9,separado-a,administrativo,soltero,pueblo originario,mujer,0,0,40,?,0
24,empresa privada,146706,univ incompleta,10,nunca casado-a,otros servicios,sin familia,chileno,mujer,0,0,30,Vitacura,0
47,empresa privada,285200,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
34,empresario,314375,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,0,0,60,Vitacura,1
44,empresa privada,203943,universitaria,13,casado-a,ejecutivo gerencial,esposo,pueblo originario,hombre,0,0,35,Vitacura,1
18,?,274746,educ media completa,9,nunca casado-a,?,soltero,chileno,mujer,0,0,20,Vitacura,0
27,empresa privada,517000,universitaria,13,nunca casado-a,administrativo,sin familia,chileno,hombre,0,0,35,Vitacura,0
36,empresa privada,66173,universitaria,13,nunca casado-a,administrativo,sin familia,chileno,mujer,0,0,50,Vitacura,0
21,empresa privada,182823,universitaria,13,nunca casado-a,ventas,hijo-a,chileno,hombre,0,0,30,Vitacura,0
29,empresa privada,159479,educ media completa,9,casado-a,chofer-mudanza,esposo,otro,hombre,0,0,55,Vitacura,0
25,empresa privada,135568,educ media completa,9,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,40,Vitacura,0
73,empresa privada,333676,educ media completa,9,casado-a,agricultor-pescador,esposo,chileno,hombre,0,0,50,Vitacura,0
45,empresa privada,201699,tecnico no-univ,11,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,1
28,empresa privada,96020,universitaria,13,casado-a,ejecutivo gerencial,esposa,chileno,mujer,0,0,50,Vitacura,1
43,empresa privada,176138,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,0
47,empresa privada,47496,educ media completa,9,divorciado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,42,Vitacura,0
20,empresa privada,187158,univ incompleta,10,nunca casado-a,administrativo,hijo-a,chileno,mujer,0,0,15,Vitacura,0
22,empresa privada,249727,univ incompleta,10,nunca casado-a,chofer-mudanza,hijo-a,chileno,hombre,0,0,20,Vitacura,0
76,emprendedor,237624,8voBasico,4,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,10,Vitacura,0
24,empresa privada,175254,univ incompleta,10,nunca casado-a,chofer-mudanza,sin familia,pueblo originario,hombre,0,0,40,Vitacura,0
54,emprendedor,42924,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,0,0,50,Vitacura,0
30,empresa privada,205950,univ incompleta,10,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,1
33,empresa privada,111985,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,58,Vitacura,0
30,empresa privada,167476,univ incompleta,10,divorciado-a,operador maquinaria-inspector,sin familia,chileno,hombre,0,0,50,Vitacura,0
40,empresa privada,221172,bachiller univ,12,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,1
27,?,188711,univ incompleta,10,divorciado-a,?,sin familia,chileno,hombre,0,0,30,Vitacura,0
49,empresa privada,199448,tecnico no-univ,11,divorciado-a,ventas,soltero,chileno,mujer,0,0,40,Vitacura,0
30,empresa privada,313038,educ media completa,9,nunca casado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,40,Vitacura,0
22,empresa privada,148431,educ media completa,9,nunca casado-a,administrativo,sin familia,otro,mujer,0,0,40,Vitacura,0
19,empresa privada,112432,educ media completa,9,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,58,Vitacura,0
46,empresa privada,57914,educ media completa,9,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,40,Vitacura,0
51,empresa privada,145166,educ media completa,9,casado-a,administrativo,esposo,chileno,hombre,0,0,50,Vitacura,0
56,empresa privada,247119,8voBasico,4,viudo-a,operador maquinaria-inspector,soltero,otro,mujer,0,0,40,Coquimbo,0
53,empresa privada,196278,univ incompleta,10,viudo-a,ventas,sin familia,chileno,mujer,0,0,40,Vitacura,0
60,?,366531,tecnico no-univ,11,viudo-a,?,sin familia,chileno,mujer,0,0,40,Vitacura,0
27,empresa privada,216481,universitaria,13,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
46,empresa privada,188027,univ incompleta,10,nunca casado-a,ejecutivo gerencial,soltero,chileno,mujer,0,0,45,Vitacura,0
37,empresa privada,66686,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,1
41,empresa privada,74775,universitaria,13,casado-a,otros servicios,esposo,extranjero,hombre,0,0,30,Valdivia,0
65,?,325537,tecnico no-univ,11,casado-a,?,esposo,chileno,hombre,0,0,50,Vitacura,1
30,emprendedor,250499,univ incompleta,10,casado-a,administrativo,esposa,chileno,mujer,0,0,55,Vitacura,1
57,emprendedor,192869,educ media completa,9,casado-a,agricultor-pescador,esposo,chileno,hombre,0,0,72,Vitacura,0
44,empresario,121352,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,0
32,emprendedor,70985,educ media completa,9,casado-a,agricultor-pescador,esposo,chileno,hombre,4064,0,40,Vitacura,0
27,emprendedor,123116,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,0
57,serv publico municipal,339163,univ incompleta,10,viudo-a,administrativo,soltero,chileno,mujer,0,0,40,Machali,0
59,emprendedor,124771,universitaria,13,casado-a,agricultor-pescador,esposo,chileno,hombre,0,0,30,Vitacura,0
32,empresa privada,167531,postitulo,15,casado-a,profesional c-especialidad,esposa,extranjero,mujer,15024,0,50,Vitacura,1
90,?,77053,educ media completa,9,viudo-a,?,sin familia,chileno,mujer,0,4356,40,Vitacura,0
22,empresa privada,199266,universitaria,13,nunca casado-a,ejecutivo gerencial,sin familia,chileno,mujer,0,0,30,Vitacura,0
39,empresa privada,190728,educ media completa,9,nunca casado-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,0
43,empresa privada,99212,tecnico no-univ,11,casado-a,ejecutivo gerencial,esposo,chileno,hombre,3103,0,48,Vitacura,1
38,serv publico municipal,421446,universitaria,13,casado-a,ejecutivo gerencial,esposo,pueblo originario,hombre,0,0,50,Vitacura,1
61,empresa privada,215944,1roMedio,5,divorciado-a,ventas,sin familia,chileno,hombre,0,0,25,Vitacura,0
24,empresa privada,72310,univ incompleta,10,nunca casado-a,ventas,hijo-a,chileno,hombre,0,0,43,Vitacura,0
25,empresa privada,57512,univ incompleta,10,nunca casado-a,ventas,sin familia,chileno,hombre,0,0,45,Vitacura,0
44,empresa privada,89413,tecnico no-univ,11,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
55,serv publico municipal,28151,educ media completa,9,divorciado-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,1
90,empresa privada,46786,universitaria,13,casado-a,ventas,esposo,chileno,hombre,9386,0,15,Vitacura,1
30,empresa privada,226943,educ media completa,9,divorciado-a,administrativo,soltero,chileno,mujer,0,0,35,Vitacura,0
44,empresa privada,182402,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,1
36,empresa privada,305352,2doMedio,6,divorciado-a,mantenedor-reparador,otro parentezco,pueblo originario,hombre,0,0,40,Vitacura,0
63,empresario,189253,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,45,Vitacura,1
60,empresa privada,296485,6toBasico,3,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,0
34,emprendedor,204375,postitulo,15,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,60,Vitacura,1
49,emprendedor,249585,3roMedio,7,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,65,Vitacura,0
47,empresa privada,148995,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,65,Vitacura,1
42,empresario,168071,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,43,Vitacura,1
53,empresa privada,194995,6toBasico,3,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,45,La Reina,0
23,empresa privada,211049,univ incompleta,10,nunca casado-a,soporte tecnico,sin familia,chileno,mujer,4101,0,40,Vitacura,0
28,?,196630,tecnico no-univ,11,separado-a,?,soltero,chileno,mujer,0,0,40,Machali,0
20,empresa privada,50397,univ incompleta,10,casado-a,ventas,esposo,pueblo originario,hombre,0,0,35,Vitacura,0
43,empresa privada,177905,educ media completa,9,casado-a,reponedor-aseador,esposo,chileno,hombre,3908,0,40,Vitacura,0
32,empresa privada,204374,postitulo,15,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,1977,60,Vitacura,1
43,empresa privada,60001,universitaria,13,divorciado-a,ventas,soltero,chileno,hombre,0,0,44,Vitacura,1
31,empresa privada,223046,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,60,Vitacura,0
29,?,44921,educ media completa,9,casado-a,?,esposa,chileno,mujer,0,0,40,Vitacura,0
24,empresa privada,154571,univ incompleta,10,nunca casado-a,administrativo,hijo-a,extranjero,hombre,0,0,20,Vitacura,0
39,empresa privada,67136,tecnico no-univ,11,separado-a,administrativo,sin familia,extranjero,hombre,0,0,40,Vitacura,0
29,empresa privada,188675,univ incompleta,10,casado-a,mantenedor-reparador,esposo,pueblo originario,hombre,0,0,40,Arauco,1
20,empresa privada,390817,6toBasico,3,nunca casado-a,reponedor-aseador,sin familia,chileno,hombre,0,0,25,Machali,0
23,?,145964,univ incompleta,10,nunca casado-a,?,sin familia,chileno,hombre,0,0,40,Vitacura,0
42,empresa privada,30424,3roMedio,7,separado-a,otros servicios,soltero,chileno,mujer,0,0,38,Vitacura,0
53,empresa privada,548361,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
20,empresa privada,189148,educ media completa,9,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,48,Vitacura,0
58,emprendedor,266707,4toBasico,2,casado-a,chofer-mudanza,esposo,chileno,hombre,0,2179,18,Vitacura,0
51,emprendedor,311569,educ media completa,9,divorciado-a,ventas,sin familia,chileno,hombre,0,0,40,Vitacura,0
25,empresa privada,187653,educ media completa,9,nunca casado-a,reponedor-aseador,sin familia,chileno,hombre,0,0,48,Vitacura,0
38,empresa privada,235379,bachiller univ,12,nunca casado-a,profesional c-especialidad,soltero,chileno,mujer,0,0,36,Vitacura,0
41,empresa privada,188615,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,1
58,empresa privada,322691,universitaria,13,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,1
25,empresa privada,184698,2doMedio,6,nunca casado-a,operador maquinaria-inspector,sin familia,chileno,hombre,0,0,40,Coquimbo,0
50,empresa privada,144361,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
32,empresa privada,130057,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,45,Vitacura,1
31,empresario,117963,doctorado,16,nunca casado-a,profesional c-especialidad,hijo-a,chileno,hombre,0,0,40,Vitacura,0
22,empresa privada,123876,univ incompleta,10,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,20,Vitacura,0
37,empresa privada,248445,educ media completa,9,divorciado-a,reponedor-aseador,otro parentezco,chileno,hombre,0,0,40,Llanquihue,0
32,empresa privada,207172,univ incompleta,10,nunca casado-a,ventas,otro parentezco,chileno,mujer,0,0,40,Vitacura,0
46,serv publico nacional,119904,postitulo,15,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,1564,55,Vitacura,1
62,empresa privada,134768,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,1
40,serv publico municipal,269168,educ media completa,9,casado-a,otros servicios,esposo,otro,hombre,0,0,40,?,0
56,empresa privada,132026,universitaria,13,casado-a,ventas,esposo,pueblo originario,hombre,7688,0,45,Vitacura,1
37,empresa privada,60722,univ incompleta,10,divorciado-a,ejecutivo gerencial,sin familia,extranjero,mujer,0,0,40,Vina del Mar,1
41,empresa privada,648223,4toBasico,2,casado-pareja-ausente,agricultor-pescador,soltero,chileno,hombre,0,0,40,Machali,0
56,empresa privada,298695,8voBasico,4,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,48,Vitacura,0
20,empresa privada,219835,univ incompleta,10,nunca casado-a,reponedor-aseador,sin familia,chileno,hombre,0,0,30,Vitacura,0
34,emprendedor,313729,universitaria,13,casado-a,ventas,esposo,chileno,hombre,0,0,60,Vitacura,1
45,empresa privada,140644,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,50,Vitacura,1
30,empresa privada,203488,univ incompleta,10,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,1
51,emprendedor,132341,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,45,Vitacura,1
27,empresa privada,161683,3roMedio,7,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,42,Vitacura,0
38,empresa privada,312771,tecnico no-univ,11,casado-a,ventas,esposo,chileno,hombre,0,0,40,Vitacura,1
39,empresa privada,258102,univ incompleta,10,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,50,Vitacura,0
57,?,24127,universitaria,13,casado-a,?,esposo,chileno,hombre,0,0,8,Vitacura,0
47,empresa privada,254367,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,1
77,?,185426,educ media completa,9,casado-a,?,esposo,chileno,hombre,0,0,15,Vitacura,0
43,empresa privada,152629,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,1
46,serv publico municipal,141058,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,65,Vitacura,0
41,empresa privada,233130,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,1
20,empresa privada,406641,educ media completa,9,nunca casado-a,administrativo,sin familia,chileno,mujer,0,0,30,Vitacura,0
30,serv publico nacional,119422,2doMedio,6,casado-a,administrativo,esposo,chileno,hombre,0,0,40,Vitacura,0
30,empresa privada,255486,educ media completa,9,casado-a,otros servicios,esposo,pueblo originario,hombre,0,0,25,Vitacura,0
22,empresa privada,161532,univ incompleta,10,nunca casado-a,reponedor-aseador,hijo-a,chileno,hombre,0,0,35,Vitacura,0
25,empresa privada,75759,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,44,Vitacura,1
18,empresa privada,163332,educ media completa,9,nunca casado-a,ventas,hijo-a,chileno,mujer,0,0,22,Vitacura,0
28,empresa privada,103802,universitaria,13,nunca casado-a,ejecutivo gerencial,hijo-a,chileno,mujer,0,1408,40,?,0
50,empresa privada,34832,universitaria,13,casado-a,soporte tecnico,esposo,chileno,hombre,15024,0,40,Vitacura,1
28,empresa privada,37933,educ media completa,9,nunca casado-a,otros servicios,sin familia,pueblo originario,mujer,0,0,48,Vitacura,0
21,empresa privada,165107,univ incompleta,10,nunca casado-a,servicios privados p-hogar,hijo-a,chileno,mujer,0,0,40,Vitacura,0
37,empresa privada,126011,tecnico no-univ,11,divorciado-a,soporte tecnico,hijo-a,chileno,hombre,0,0,40,Vitacura,0
28,serv publico regional,56651,universitaria,13,nunca casado-a,profesional c-especialidad,hijo-a,pueblo originario,mujer,0,0,40,Vitacura,0
23,empresa privada,522881,6toBasico,3,casado-a,otros servicios,esposo,chileno,hombre,0,0,35,Machali,0
32,empresa privada,191777,tecnico no-univ,11,nunca casado-a,ejecutivo gerencial,sin familia,pueblo originario,mujer,0,0,35,Concon,0
27,empresa privada,132686,4toMedio,8,nunca casado-a,operador maquinaria-inspector,hijo-a,chileno,hombre,0,0,50,Vitacura,0
55,empresa privada,201112,educ media completa,9,divorciado-a,profesional c-especialidad,soltero,pueblo originario,mujer,0,0,40,Vitacura,0
44,empresa privada,174283,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,1
25,empresa privada,208591,universitaria,13,nunca casado-a,profesional c-especialidad,hijo-a,chileno,hombre,0,0,40,Vitacura,0
